,State_Territory,CoC Number,CoC Name,Count Types,Year,Overall Homeless,Overall Homeless Individuals,Overall Chronically Homeless,Sheltered Total Chronically Homeless,Unsheltered Chronically Homeless,Overall Homeless - Female,Overall Homeless - Male,Overall Homeless - Transgender,Overall Homeless - Gender that is not Singularly Female or Male,Overall Homeless - Non-Hispanic/Non-Latin(o)(a)(x),Overall Homeless - Hispanic/Latin(o)(a)(x),Overall Homeless - White,"Overall Homeless - Black, African American, or African",Overall Homeless - Asian or Asian American,"Overall Homeless - American Indian, Alaska Native, or Indigenous",Overall Homeless - Native Hawaiian or Other Pacific Islander,Overall Homeless - Multiple Races,Overall Homeless - Under 18,Overall Homeless - Age 18 to 24,Overall Homeless - Over 24,Sheltered Total Homeless - Male,Sheltered Total Homeless - Transgender,Sheltered Total Homeless - Gender that is not Singularly Female or Male,Sheltered Total Homeless - Non-Hispanic/Non-Latin(o)(a)(x),Sheltered Total Homeless - Hispanic/Latin(o)(a)(x),Sheltered Total Homeless - White,"Sheltered Total Homeless - Black, African American, or African",Sheltered Total Homeless - Asian or Asian American,"Sheltered Total Homeless - American Indian, Alaska Native, or Indigenous",Sheltered Total Homeless - Native Hawaiian or Other Pacific Islander,Sheltered Total Homeless - Multiple Races,Sheltered Total Homeless - Under 18,Sheltered Total Homeless - Age 18 to 24,Sheltered Total Homeless - Over 24,Unsheltered Homeless - Female,Unsheltered Homeless - Male,Unsheltered Homeless - Transgender,Unsheltered Homeless - Gender that is not Singularly Female or Male,Unsheltered Homeless - Non-Hispanic/Non-Latin(o)(a)(x),Unsheltered Homeless - Hispanic/Latin(o)(a)(x),Unsheltered Homeless - White,"Unsheltered Homeless - Black, African American, or African",Unsheltered Homeless - Asian or Asian American,"Unsheltered Homeless - American Indian, Alaska Native, or Indigenous",Unsheltered Homeless - Native Hawaiian or Other Pacific Islander,Unsheltered Homeless - Multiple Races,Unsheltered Homeless - Under 18,Unsheltered Homeless - Age 18 to 24,Unsheltered Homeless - Over 24
1023,Nevada,NV-500,Las Vegas/Clark County CoC,Sheltered and Unsheltered Count,2019,5530.0,5188.0,622.0,468.0,154.0,1586.0,3916.0,28.0,0.0,4797.0,733.0,2973.0,2046.0,126.0,131.0,45.0,209.0,516.0,916.0,4098.0,1583.0,15.0,0.0,1932.0,281.0,1087.0,968.0,55.0,22.0,19.0,62.0,249.0,179.0,1785.0,971.0,2333.0,13.0,0.0,2865.0,452.0,1886.0,1078.0,71.0,109.0,26.0,147.0,267.0,737.0,2313.0
1024,Nevada,NV-501,"Reno, Sparks/Washoe County CoC",Sheltered and Unsheltered Count,2019,1256.0,1101.0,76.0,67.0,9.0,365.0,887.0,3.0,1.0,1057.0,199.0,953.0,161.0,18.0,51.0,14.0,59.0,110.0,91.0,1055.0,722.0,0.0,0.0,875.0,155.0,772.0,142.0,17.0,32.0,12.0,55.0,109.0,69.0,852.0,57.0,165.0,3.0,1.0,182.0,44.0,181.0,19.0,1.0,19.0,2.0,4.0,1.0,22.0,203.0
1025,Nevada,NV-502,Nevada Balance of State CoC,Sheltered and Unsheltered Count,2019,383.0,325.0,17.0,17.0,0.0,144.0,239.0,0.0,0.0,367.0,16.0,371.0,3.0,0.0,3.0,0.0,6.0,30.0,18.0,335.0,68.0,0.0,0.0,108.0,11.0,115.0,3.0,0.0,0.0,0.0,1.0,18.0,5.0,96.0,93.0,171.0,0.0,0.0,259.0,5.0,256.0,0.0,0.0,3.0,0.0,5.0,12.0,13.0,239.0
1026,New York,NY-500,"Rochester, Irondequoit, Greece/Monroe County CoC",Sheltered and Unsheltered Count,2019,849.0,606.0,97.0,81.0,16.0,298.0,549.0,2.0,0.0,690.0,159.0,329.0,463.0,4.0,0.0,1.0,52.0,166.0,104.0,579.0,515.0,2.0,0.0,658.0,156.0,311.0,446.0,4.0,0.0,1.0,52.0,166.0,101.0,547.0,1.0,34.0,0.0,0.0,32.0,3.0,18.0,17.0,0.0,0.0,0.0,0.0,0.0,3.0,32.0
1027,New York,NY-501,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",Sheltered and Unsheltered Count,2019,240.0,129.0,3.0,0.0,3.0,113.0,127.0,0.0,0.0,239.0,1.0,199.0,31.0,1.0,1.0,1.0,7.0,68.0,19.0,153.0,122.0,0.0,0.0,232.0,1.0,194.0,30.0,1.0,1.0,0.0,7.0,68.0,19.0,146.0,2.0,5.0,0.0,0.0,7.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0
1028,New York,NY-503,Albany City & County CoC,Sheltered and Unsheltered Count,2019,750.0,543.0,91.0,64.0,27.0,205.0,542.0,3.0,0.0,643.0,107.0,294.0,388.0,8.0,7.0,2.0,51.0,143.0,40.0,567.0,514.0,3.0,0.0,621.0,95.0,266.0,383.0,8.0,7.0,2.0,50.0,143.0,37.0,536.0,6.0,28.0,0.0,0.0,22.0,12.0,28.0,5.0,0.0,0.0,0.0,1.0,0.0,3.0,31.0
1029,New York,NY-505,"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",Sheltered and Unsheltered Count,2019,732.0,552.0,30.0,29.0,1.0,269.0,458.0,5.0,0.0,658.0,74.0,387.0,263.0,2.0,9.0,8.0,63.0,113.0,80.0,539.0,451.0,4.0,0.0,648.0,71.0,378.0,261.0,2.0,8.0,8.0,62.0,113.0,77.0,529.0,5.0,7.0,1.0,0.0,10.0,3.0,9.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,10.0
1030,New York,NY-507,Schenectady City & County CoC,Sheltered and Unsheltered Count,2019,372.0,231.0,24.0,17.0,7.0,155.0,217.0,0.0,0.0,307.0,65.0,164.0,140.0,1.0,1.0,0.0,66.0,76.0,27.0,269.0,200.0,0.0,0.0,286.0,64.0,150.0,132.0,1.0,1.0,0.0,66.0,76.0,27.0,247.0,5.0,17.0,0.0,0.0,21.0,1.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
1031,New York,NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",Sheltered and Unsheltered Count,2019,924.0,551.0,31.0,28.0,3.0,401.0,519.0,1.0,3.0,825.0,99.0,387.0,452.0,3.0,10.0,3.0,69.0,262.0,64.0,598.0,495.0,1.0,1.0,794.0,97.0,373.0,436.0,3.0,8.0,3.0,68.0,262.0,62.0,567.0,7.0,24.0,0.0,2.0,31.0,2.0,14.0,16.0,0.0,2.0,0.0,1.0,0.0,2.0,31.0
1032,New York,NY-510,Ithaca/Tompkins County CoC,Sheltered and Unsheltered Count,2019,171.0,122.0,55.0,55.0,0.0,73.0,98.0,0.0,0.0,157.0,14.0,100.0,47.0,0.0,2.0,0.0,22.0,29.0,32.0,110.0,98.0,0.0,0.0,157.0,14.0,100.0,47.0,0.0,2.0,0.0,22.0,29.0,32.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1033,New York,NY-511,"Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Count",Sheltered and Unsheltered Count,2019,318.0,255.0,0.0,0.0,0.0,96.0,222.0,0.0,0.0,307.0,11.0,279.0,30.0,4.0,2.0,0.0,3.0,36.0,40.0,242.0,214.0,0.0,0.0,299.0,10.0,270.0,30.0,4.0,2.0,0.0,3.0,36.0,40.0,233.0,1.0,8.0,0.0,0.0,8.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
1034,New York,NY-512,Troy/Rensselaer County CoC,Sheltered and Unsheltered Count,2019,199.0,116.0,9.0,4.0,5.0,96.0,100.0,3.0,0.0,166.0,33.0,76.0,114.0,1.0,0.0,2.0,6.0,52.0,19.0,128.0,95.0,3.0,0.0,156.0,33.0,68.0,112.0,1.0,0.0,2.0,6.0,52.0,16.0,121.0,5.0,5.0,0.0,0.0,10.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0
1035,New York,NY-513,"Wayne, Ontario, Seneca, Yates Counties CoC",Sheltered and Unsheltered Count,2019,205.0,136.0,149.0,148.0,1.0,86.0,119.0,0.0,0.0,178.0,27.0,157.0,47.0,0.0,1.0,0.0,0.0,44.0,15.0,146.0,118.0,0.0,0.0,177.0,27.0,156.0,47.0,0.0,1.0,0.0,0.0,44.0,15.0,145.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1036,New York,NY-514,"Jamestown, Dunkirk/Chautauqua County CoC",Sheltered and Unsheltered Count,2019,96.0,55.0,2.0,2.0,0.0,46.0,50.0,0.0,0.0,60.0,36.0,83.0,10.0,0.0,0.0,0.0,3.0,32.0,13.0,51.0,50.0,0.0,0.0,60.0,36.0,83.0,10.0,0.0,0.0,0.0,3.0,32.0,13.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1037,New York,NY-518,"Utica, Rome/Oneida, Madison Counties CoC",Sheltered-Only Count,2019,168.0,121.0,6.0,6.0,0.0,69.0,96.0,2.0,1.0,154.0,14.0,114.0,39.0,2.0,1.0,2.0,10.0,30.0,25.0,113.0,88.0,1.0,0.0,140.0,14.0,104.0,38.0,2.0,0.0,1.0,9.0,29.0,23.0,102.0,4.0,8.0,1.0,1.0,14.0,0.0,10.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,11.0
1038,New York,NY-519,"Columbia, Greene Counties CoC",Sheltered and Unsheltered Count,2019,200.0,97.0,20.0,19.0,1.0,99.0,99.0,2.0,0.0,181.0,19.0,125.0,55.0,0.0,0.0,0.0,20.0,57.0,18.0,125.0,96.0,2.0,0.0,177.0,19.0,123.0,53.0,0.0,0.0,0.0,20.0,57.0,18.0,121.0,1.0,3.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1039,New York,NY-520,"Franklin, Essex Counties CoC",Sheltered and Unsheltered Count,2019,24.0,22.0,0.0,0.0,0.0,7.0,17.0,0.0,0.0,23.0,1.0,20.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,21.0,15.0,0.0,0.0,20.0,1.0,17.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,18.0,1.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1040,New York,NY-522,"Jefferson, Lewis, St. Lawrence Counties CoC",Sheltered and Unsheltered Count,2019,53.0,39.0,0.0,0.0,0.0,28.0,25.0,0.0,0.0,53.0,0.0,44.0,6.0,0.0,1.0,0.0,2.0,7.0,9.0,37.0,22.0,0.0,0.0,49.0,0.0,40.0,6.0,0.0,1.0,0.0,2.0,7.0,9.0,33.0,1.0,3.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1041,New York,NY-523,"Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties Co",Sheltered and Unsheltered Count,2019,268.0,209.0,43.0,39.0,4.0,106.0,162.0,0.0,0.0,237.0,31.0,201.0,50.0,5.0,3.0,0.0,9.0,41.0,36.0,191.0,156.0,0.0,0.0,231.0,30.0,194.0,50.0,5.0,3.0,0.0,9.0,41.0,35.0,185.0,1.0,6.0,0.0,0.0,6.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0
1042,New York,NY-525,New York Balance of State Continuum of Care,Sheltered and Unsheltered Count,2019,527.0,292.0,55.0,51.0,4.0,220.0,306.0,0.0,1.0,450.0,77.0,421.0,54.0,0.0,7.0,1.0,44.0,140.0,56.0,331.0,301.0,0.0,1.0,446.0,76.0,417.0,54.0,0.0,7.0,1.0,43.0,140.0,56.0,326.0,0.0,5.0,0.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0
1043,New York,NY-600,New York City CoC,Sheltered and Unsheltered Count,2019,78604.0,35427.0,6226.0,4792.0,1434.0,36904.0,41302.0,379.0,19.0,50235.0,28369.0,14736.0,58170.0,1052.0,269.0,913.0,3464.0,24725.0,7316.0,46563.0,38550.0,363.0,13.0,47627.0,27355.0,13090.0,56327.0,964.0,254.0,903.0,3444.0,24722.0,7149.0,43111.0,848.0,2752.0,16.0,6.0,2608.0,1014.0,1646.0,1843.0,88.0,15.0,10.0,20.0,3.0,167.0,3452.0
1044,New York,NY-601,Poughkeepsie/Dutchess County CoC,Sheltered and Unsheltered Count,2019,533.0,269.0,31.0,30.0,1.0,263.0,269.0,0.0,1.0,451.0,82.0,247.0,261.0,0.0,1.0,2.0,22.0,168.0,39.0,326.0,262.0,0.0,1.0,443.0,80.0,241.0,257.0,0.0,1.0,2.0,22.0,168.0,37.0,318.0,3.0,7.0,0.0,0.0,8.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0
1045,New York,NY-602,"Newburgh, Middletown/Orange County CoC",Sheltered and Unsheltered Count,2019,589.0,251.0,57.0,35.0,22.0,266.0,323.0,0.0,0.0,464.0,125.0,265.0,245.0,0.0,0.0,0.0,79.0,224.0,74.0,291.0,283.0,0.0,0.0,421.0,117.0,240.0,224.0,0.0,0.0,0.0,74.0,224.0,72.0,242.0,11.0,40.0,0.0,0.0,43.0,8.0,25.0,21.0,0.0,0.0,0.0,5.0,0.0,2.0,49.0
1046,New York,NY-603,"Nassau, Suffolk Counties CoC",Sheltered and Unsheltered Count,2019,3843.0,1171.0,109.0,93.0,16.0,2006.0,1836.0,1.0,0.0,3114.0,729.0,1388.0,2186.0,33.0,35.0,11.0,190.0,1656.0,240.0,1947.0,1793.0,1.0,0.0,3085.0,712.0,1349.0,2179.0,33.0,35.0,11.0,190.0,1656.0,240.0,1901.0,3.0,43.0,0.0,0.0,29.0,17.0,39.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0
1047,New York,NY-604,"Yonkers, Mount Vernon/Westchester County CoC",Sheltered and Unsheltered Count,2019,1812.0,607.0,130.0,123.0,7.0,898.0,913.0,1.0,0.0,1341.0,471.0,532.0,1238.0,5.0,12.0,3.0,22.0,732.0,130.0,950.0,888.0,1.0,0.0,1312.0,468.0,522.0,1218.0,5.0,11.0,3.0,21.0,732.0,129.0,919.0,7.0,25.0,0.0,0.0,29.0,3.0,10.0,20.0,0.0,1.0,0.0,1.0,0.0,1.0,31.0
1048,New York,NY-606,Rockland County CoC,Sheltered and Unsheltered Count,2019,182.0,145.0,36.0,10.0,26.0,63.0,118.0,1.0,0.0,145.0,37.0,94.0,65.0,1.0,0.0,0.0,22.0,21.0,9.0,152.0,80.0,0.0,0.0,117.0,22.0,69.0,50.0,1.0,0.0,0.0,19.0,21.0,8.0,110.0,4.0,38.0,1.0,0.0,28.0,15.0,25.0,15.0,0.0,0.0,0.0,3.0,0.0,1.0,42.0
1049,New York,NY-608,Kingston/Ulster County CoC,Sheltered and Unsheltered Count,2019,432.0,167.0,25.0,5.0,20.0,213.0,218.0,1.0,0.0,379.0,53.0,289.0,96.0,9.0,6.0,0.0,32.0,162.0,37.0,233.0,191.0,1.0,0.0,343.0,47.0,262.0,89.0,9.0,3.0,0.0,27.0,159.0,35.0,196.0,15.0,27.0,0.0,0.0,36.0,6.0,27.0,7.0,0.0,3.0,0.0,5.0,3.0,2.0,37.0
1050,Ohio,OH-500,Cincinnati/Hamilton County CoC,Sheltered and Unsheltered Count,2019,1082.0,793.0,69.0,62.0,7.0,356.0,721.0,4.0,1.0,1069.0,13.0,405.0,639.0,1.0,2.0,0.0,35.0,208.0,89.0,785.0,694.0,4.0,1.0,1038.0,13.0,387.0,626.0,1.0,2.0,0.0,35.0,208.0,88.0,755.0,4.0,27.0,0.0,0.0,31.0,0.0,18.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0
1051,Ohio,OH-501,Toledo/Lucas County CoC,Sheltered and Unsheltered Count,2019,611.0,361.0,48.0,42.0,6.0,270.0,341.0,0.0,0.0,566.0,45.0,261.0,305.0,0.0,5.0,0.0,40.0,160.0,23.0,428.0,331.0,0.0,0.0,555.0,44.0,255.0,301.0,0.0,4.0,0.0,39.0,160.0,23.0,416.0,2.0,10.0,0.0,0.0,11.0,1.0,6.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,12.0
1052,Ohio,OH-502,Cleveland/Cuyahoga County CoC,Sheltered and Unsheltered Count,2019,1618.0,1228.0,226.0,226.0,0.0,519.0,1091.0,8.0,0.0,1539.0,79.0,405.0,1172.0,6.0,4.0,3.0,28.0,269.0,121.0,1228.0,1014.0,7.0,0.0,1441.0,71.0,377.0,1102.0,6.0,4.0,3.0,20.0,269.0,103.0,1140.0,28.0,77.0,1.0,0.0,98.0,8.0,28.0,70.0,0.0,0.0,0.0,8.0,0.0,18.0,88.0
1053,Ohio,OH-503,Columbus/Franklin County CoC,Sheltered and Unsheltered Count,2019,1907.0,1350.0,97.0,24.0,73.0,756.0,1144.0,6.0,1.0,1836.0,71.0,561.0,1213.0,4.0,6.0,4.0,119.0,354.0,191.0,1362.0,900.0,3.0,0.0,1465.0,60.0,406.0,1021.0,3.0,4.0,4.0,87.0,346.0,125.0,1054.0,134.0,244.0,3.0,1.0,371.0,11.0,155.0,192.0,1.0,2.0,0.0,32.0,8.0,66.0,308.0
1054,Ohio,OH-504,Youngstown/Mahoning County CoC,Sheltered and Unsheltered Count,2019,148.0,116.0,18.0,12.0,6.0,31.0,117.0,0.0,0.0,139.0,9.0,83.0,56.0,0.0,0.0,1.0,8.0,28.0,6.0,114.0,109.0,0.0,0.0,130.0,9.0,78.0,52.0,0.0,0.0,1.0,8.0,28.0,6.0,105.0,1.0,8.0,0.0,0.0,9.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
1055,Ohio,OH-505,"Dayton, Kettering/Montgomery County CoC",Sheltered and Unsheltered Count,2019,681.0,545.0,28.0,26.0,2.0,228.0,446.0,6.0,1.0,663.0,18.0,319.0,316.0,2.0,6.0,1.0,37.0,86.0,94.0,501.0,406.0,6.0,1.0,614.0,18.0,291.0,296.0,2.0,6.0,1.0,36.0,86.0,91.0,455.0,9.0,40.0,0.0,0.0,49.0,0.0,28.0,20.0,0.0,0.0,0.0,1.0,0.0,3.0,46.0
1056,Ohio,OH-506,"Akron, Barberton/Summit County CoC",Sheltered and Unsheltered Count,2019,546.0,425.0,54.0,16.0,38.0,224.0,322.0,0.0,0.0,540.0,6.0,279.0,235.0,7.0,3.0,0.0,22.0,79.0,26.0,441.0,260.0,0.0,0.0,457.0,2.0,216.0,216.0,7.0,2.0,0.0,18.0,79.0,26.0,354.0,25.0,62.0,0.0,0.0,83.0,4.0,63.0,19.0,0.0,1.0,0.0,4.0,0.0,0.0,87.0
1057,Ohio,OH-507,Ohio Balance of State CoC,Sheltered and Unsheltered Count,2019,3479.0,2102.0,330.0,129.0,201.0,1597.0,1880.0,2.0,0.0,3339.0,140.0,2714.0,592.0,5.0,15.0,7.0,146.0,853.0,290.0,2336.0,1352.0,1.0,0.0,2551.0,114.0,2006.0,509.0,5.0,8.0,6.0,131.0,801.0,215.0,1649.0,285.0,528.0,1.0,0.0,788.0,26.0,708.0,83.0,0.0,7.0,1.0,15.0,52.0,75.0,687.0
1058,Ohio,OH-508,"Canton, Massillon, Alliance/Stark County CoC",Sheltered and Unsheltered Count,2019,273.0,121.0,4.0,3.0,1.0,150.0,123.0,0.0,0.0,265.0,8.0,153.0,78.0,1.0,1.0,0.0,40.0,98.0,13.0,162.0,111.0,0.0,0.0,248.0,8.0,148.0,69.0,1.0,0.0,0.0,38.0,98.0,11.0,147.0,5.0,12.0,0.0,0.0,17.0,0.0,5.0,9.0,0.0,1.0,0.0,2.0,0.0,2.0,15.0
1059,Oklahoma,OK-500,North Central Oklahoma CoC,Sheltered and Unsheltered Count,2019,178.0,125.0,3.0,0.0,3.0,86.0,92.0,0.0,0.0,166.0,12.0,127.0,11.0,0.0,23.0,6.0,11.0,44.0,35.0,99.0,87.0,0.0,0.0,159.0,12.0,122.0,9.0,0.0,23.0,6.0,11.0,44.0,35.0,92.0,2.0,5.0,0.0,0.0,7.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
1060,Oklahoma,OK-501,Tulsa City & County CoC,Sheltered and Unsheltered Count,2019,1188.0,939.0,236.0,120.0,116.0,389.0,793.0,2.0,4.0,1103.0,85.0,630.0,266.0,6.0,185.0,0.0,101.0,154.0,126.0,908.0,580.0,2.0,2.0,826.0,66.0,472.0,222.0,6.0,125.0,0.0,67.0,135.0,74.0,683.0,81.0,213.0,0.0,2.0,277.0,19.0,158.0,44.0,0.0,60.0,0.0,34.0,19.0,52.0,225.0
1061,Oklahoma,OK-502,Oklahoma City CoC,Sheltered and Unsheltered Count,2019,1273.0,1065.0,275.0,78.0,197.0,387.0,877.0,5.0,4.0,1162.0,111.0,742.0,345.0,5.0,100.0,1.0,80.0,131.0,90.0,1052.0,583.0,5.0,0.0,817.0,72.0,568.0,241.0,2.0,35.0,0.0,43.0,123.0,77.0,689.0,86.0,294.0,0.0,4.0,345.0,39.0,174.0,104.0,3.0,65.0,1.0,37.0,8.0,13.0,363.0
1062,Oklahoma,OK-503,Oklahoma Balance of State CoC,Sheltered and Unsheltered Count,2019,279.0,225.0,80.0,23.0,57.0,122.0,157.0,0.0,0.0,264.0,15.0,204.0,26.0,1.0,37.0,6.0,5.0,34.0,22.0,223.0,50.0,0.0,0.0,106.0,7.0,85.0,13.0,1.0,9.0,1.0,4.0,20.0,8.0,85.0,59.0,107.0,0.0,0.0,158.0,8.0,119.0,13.0,0.0,28.0,5.0,1.0,14.0,14.0,138.0
1063,Oklahoma,OK-504,Norman/Cleveland County CoC,Sheltered and Unsheltered Count,2019,347.0,299.0,290.0,75.0,215.0,103.0,244.0,0.0,0.0,340.0,7.0,297.0,18.0,1.0,15.0,2.0,14.0,26.0,12.0,309.0,80.0,0.0,0.0,127.0,5.0,115.0,1.0,0.0,7.0,0.0,9.0,26.0,10.0,96.0,51.0,164.0,0.0,0.0,213.0,2.0,182.0,17.0,1.0,8.0,2.0,5.0,0.0,2.0,213.0
1064,Oklahoma,OK-505,Northeast Oklahoma CoC,Sheltered and Unsheltered Count,2019,228.0,123.0,28.0,6.0,22.0,86.0,142.0,0.0,0.0,211.0,17.0,145.0,12.0,2.0,56.0,1.0,12.0,52.0,12.0,164.0,93.0,0.0,0.0,144.0,13.0,107.0,9.0,1.0,27.0,1.0,12.0,43.0,9.0,105.0,22.0,49.0,0.0,0.0,67.0,4.0,38.0,3.0,1.0,29.0,0.0,0.0,9.0,3.0,59.0
1065,Oklahoma,OK-506,Southwest Oklahoma Regional CoC,Sheltered and Unsheltered Count,2019,158.0,90.0,9.0,9.0,0.0,50.0,108.0,0.0,0.0,149.0,9.0,90.0,44.0,0.0,21.0,3.0,0.0,39.0,4.0,115.0,92.0,0.0,0.0,127.0,9.0,74.0,40.0,0.0,19.0,3.0,0.0,38.0,2.0,96.0,6.0,16.0,0.0,0.0,22.0,0.0,16.0,4.0,0.0,2.0,0.0,0.0,1.0,2.0,19.0
1066,Oklahoma,OK-507,Southeastern Oklahoma Regional CoC,Sheltered and Unsheltered Count,2019,293.0,197.0,33.0,25.0,8.0,128.0,165.0,0.0,0.0,275.0,18.0,193.0,30.0,0.0,45.0,0.0,25.0,69.0,26.0,198.0,121.0,0.0,0.0,201.0,16.0,142.0,19.0,0.0,35.0,0.0,21.0,45.0,14.0,158.0,32.0,44.0,0.0,0.0,74.0,2.0,51.0,11.0,0.0,10.0,0.0,4.0,24.0,12.0,40.0
1067,Oregon,OR-500,"Eugene, Springfield/Lane County CoC",Sheltered and Unsheltered Count,2019,2165.0,1908.0,841.0,150.0,691.0,640.0,1513.0,8.0,4.0,2000.0,165.0,1793.0,78.0,6.0,56.0,22.0,210.0,166.0,131.0,1868.0,345.0,0.0,1.0,474.0,58.0,440.0,30.0,3.0,11.0,2.0,46.0,100.0,33.0,399.0,454.0,1168.0,8.0,3.0,1526.0,107.0,1353.0,48.0,3.0,45.0,20.0,164.0,66.0,98.0,1469.0
1068,Oregon,OR-501,"Portland, Gresham/Multnomah County CoC",Sheltered-Only Count,2019,4015.0,3698.0,1781.0,427.0,1354.0,1399.0,2531.0,42.0,43.0,3633.0,382.0,2704.0,568.0,47.0,257.0,64.0,375.0,195.0,285.0,3535.0,1136.0,20.0,19.0,1772.0,206.0,1316.0,315.0,29.0,111.0,33.0,174.0,189.0,149.0,1640.0,596.0,1395.0,22.0,24.0,1861.0,176.0,1388.0,253.0,18.0,146.0,31.0,201.0,6.0,136.0,1895.0
1069,Oregon,OR-502,"Medford, Ashland/Jackson County CoC",Sheltered and Unsheltered Count,2019,712.0,602.0,196.0,21.0,175.0,236.0,473.0,2.0,1.0,625.0,87.0,596.0,21.0,1.0,36.0,13.0,45.0,71.0,55.0,586.0,223.0,1.0,0.0,306.0,42.0,294.0,13.0,1.0,11.0,7.0,22.0,58.0,27.0,263.0,112.0,250.0,1.0,1.0,319.0,45.0,302.0,8.0,0.0,25.0,6.0,23.0,13.0,28.0,323.0
1070,Oregon,OR-503,Central Oregon CoC,Sheltered and Unsheltered Count,2019,880.0,637.0,160.0,32.0,128.0,369.0,506.0,2.0,3.0,834.0,46.0,750.0,13.0,0.0,94.0,3.0,20.0,147.0,76.0,657.0,157.0,1.0,3.0,254.0,12.0,240.0,11.0,0.0,11.0,0.0,4.0,37.0,31.0,198.0,264.0,349.0,1.0,0.0,580.0,34.0,510.0,2.0,0.0,83.0,3.0,16.0,110.0,45.0,459.0
1071,Oregon,OR-505,Oregon Balance of State CoC,Sheltered and Unsheltered Count,2019,7103.0,4728.0,1603.0,310.0,1293.0,3202.0,3879.0,15.0,7.0,6348.0,755.0,6228.0,137.0,22.0,294.0,63.0,359.0,1932.0,497.0,4674.0,1095.0,7.0,2.0,1818.0,246.0,1815.0,48.0,8.0,87.0,11.0,95.0,517.0,151.0,1396.0,2242.0,2784.0,8.0,5.0,4530.0,509.0,4413.0,89.0,14.0,207.0,52.0,264.0,1415.0,346.0,3278.0
1072,Oregon,OR-506,"Hillsboro, Beaverton/Washington County CoC",Sheltered and Unsheltered Count,2019,530.0,396.0,139.0,44.0,95.0,167.0,352.0,8.0,3.0,462.0,68.0,402.0,54.0,1.0,14.0,26.0,33.0,81.0,37.0,412.0,182.0,6.0,0.0,254.0,44.0,221.0,29.0,1.0,8.0,23.0,16.0,60.0,28.0,210.0,57.0,170.0,2.0,3.0,208.0,24.0,181.0,25.0,0.0,6.0,3.0,17.0,21.0,9.0,202.0
1073,Oregon,OR-507,Clackamas County CoC,Sheltered-Only Count,2019,471.0,385.0,182.0,52.0,130.0,174.0,297.0,0.0,0.0,407.0,64.0,366.0,25.0,5.0,26.0,4.0,45.0,53.0,35.0,383.0,147.0,0.0,0.0,198.0,50.0,182.0,15.0,4.0,20.0,2.0,25.0,43.0,25.0,180.0,73.0,150.0,0.0,0.0,209.0,14.0,184.0,10.0,1.0,6.0,2.0,20.0,10.0,10.0,203.0
1074,Pennsylvania,PA-500,Philadelphia CoC,Sheltered and Unsheltered Count,2019,5735.0,3752.0,1304.0,808.0,496.0,2214.0,3481.0,27.0,13.0,5208.0,527.0,1251.0,4305.0,30.0,20.0,29.0,100.0,1286.0,448.0,4001.0,2717.0,20.0,10.0,4378.0,384.0,875.0,3746.0,17.0,15.0,26.0,83.0,1280.0,374.0,3108.0,199.0,764.0,7.0,3.0,830.0,143.0,376.0,559.0,13.0,5.0,3.0,17.0,6.0,74.0,893.0
