CoC Number,CoC Name,Count Types,Overall Homeless,Sheltered ES Homeless,Sheltered TH Homeless,Sheltered SH Homeless,Sheltered Total Homeless,Unsheltered Homeless,Overall Homeless Individuals,Overall Homeless Individuals - Under 18,Sheltered ES Homeless Individuals,Sheltered ES Homeless Individuals - Under 18,Sheltered TH Homeless Individuals,Sheltered TH Homeless Individuals - Under 18,Sheltered SH Homeless Individuals,Sheltered Total Homeless Individuals,Sheltered Total Homeless Individuals - Under 18,Unsheltered Homeless Individuals,Unsheltered Homeless Individuals - Under 18,Overall Homeless People in Families,Sheltered ES Homeless People in Families,Sheltered TH Homeless People in Families,Sheltered Total Homeless People in Families,Unsheltered Homeless People in Families,Overall Homeless Family Households,Sheltered ES Homeless Family Households,Sheltered TH Homeless Family Households,Sheltered Total Homeless Family Households,Unsheltered Homeless Family Households,Overall Chronically Homeless,Sheltered ES Chronically Homeless,Sheltered SH Chronically Homeless,Sheltered Total Chronically Homeless,Unsheltered Chronically Homeless,Overall Chronically Homeless Individuals,Sheltered ES Chronically Homeless Individuals,Sheltered SH Chronically Homeless Individuals,Sheltered Total Chronically Homeless Individuals,Unsheltered Chronically Homeless Individuals,Overall Chronically Homeless People in Families,Sheltered ES Chronically Homeless People in Families,Sheltered Total Chronically Homeless People in Families,Unsheltered Chronically Homeless People in Families,Overall Homeless Veterans,Sheltered Total Homeless Veterans,Unsheltered Homeless Veterans,Year
PA-503,"Wilkes-Barre, Hazleton/Luzerne County CoC",Sheltered and Unsheltered Count,178.0,61.0,112.0,0.0,173.0,5.0,94.0,3.0,45.0,3.0,44.0,0.0,0.0,89.0,3.0,5.0,0.0,84.0,16.0,68.0,84.0,0.0,32.0,6.0,26.0,32.0,0.0,5.0,3.0,0.0,3.0,2.0,5.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,2012
PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",Sheltered and Unsheltered Count,419.0,199.0,197.0,0.0,396.0,23.0,148.0,0.0,93.0,0.0,32.0,0.0,0.0,125.0,0.0,23.0,0.0,271.0,106.0,165.0,271.0,0.0,87.0,35.0,52.0,87.0,0.0,52.0,38.0,0.0,38.0,14.0,49.0,35.0,0.0,35.0,14.0,3.0,3.0,3.0,0.0,12.0,9.0,3.0,2012
PA-505,Chester County CoC,Sheltered and Unsheltered Count,691.0,244.0,415.0,8.0,667.0,24.0,476.0,0.0,207.0,0.0,237.0,0.0,8.0,452.0,0.0,24.0,0.0,215.0,37.0,178.0,215.0,0.0,70.0,12.0,58.0,70.0,0.0,69.0,62.0,0.0,62.0,7.0,69.0,62.0,0.0,62.0,7.0,0.0,0.0,0.0,0.0,304.0,300.0,4.0,2012
PA-506,Reading/Berks County CoC,Sheltered and Unsheltered Count,340.0,158.0,165.0,0.0,323.0,17.0,216.0,9.0,129.0,4.0,79.0,5.0,0.0,208.0,9.0,8.0,0.0,124.0,29.0,86.0,115.0,9.0,44.0,10.0,33.0,43.0,1.0,55.0,47.0,0.0,47.0,8.0,55.0,47.0,0.0,47.0,8.0,0.0,0.0,0.0,0.0,30.0,28.0,2.0,2012
PA-508,Scranton/Lackawanna County CoC,Sheltered and Unsheltered Count,260.0,59.0,175.0,4.0,238.0,22.0,92.0,0.0,32.0,0.0,34.0,0.0,4.0,70.0,0.0,22.0,0.0,168.0,27.0,141.0,168.0,0.0,59.0,7.0,52.0,59.0,0.0,31.0,12.0,4.0,16.0,15.0,29.0,10.0,4.0,14.0,15.0,2.0,2.0,2.0,0.0,33.0,31.0,2.0,2012
PA-509,Eastern Pennsylvania CoC,Sheltered-Only Count,1752.0,707.0,914.0,0.0,1621.0,131.0,664.0,12.0,298.0,10.0,248.0,2.0,0.0,546.0,12.0,118.0,0.0,1088.0,409.0,666.0,1075.0,13.0,362.0,132.0,227.0,359.0,3.0,121.0,91.0,0.0,91.0,30.0,105.0,75.0,0.0,75.0,30.0,16.0,16.0,16.0,0.0,88.0,70.0,18.0,2012
PA-510,Lancaster City & County CoC,Sheltered and Unsheltered Count,562.0,200.0,353.0,0.0,553.0,9.0,241.0,0.0,128.0,0.0,104.0,0.0,0.0,232.0,0.0,9.0,0.0,321.0,72.0,249.0,321.0,0.0,104.0,28.0,76.0,104.0,0.0,49.0,44.0,0.0,44.0,5.0,47.0,42.0,0.0,42.0,5.0,2.0,2.0,2.0,0.0,68.0,65.0,3.0,2012
PA-511,"Bristol, Bensalem/Bucks County CoC",Sheltered and Unsheltered Count,458.0,122.0,285.0,0.0,407.0,51.0,142.0,1.0,54.0,1.0,39.0,0.0,0.0,93.0,1.0,49.0,0.0,316.0,68.0,246.0,314.0,2.0,107.0,21.0,85.0,106.0,1.0,30.0,3.0,0.0,3.0,27.0,30.0,3.0,0.0,3.0,27.0,0.0,0.0,0.0,0.0,14.0,5.0,9.0,2012
PA-512,York City & County CoC,Sheltered-Only Count,284.0,141.0,118.0,0.0,259.0,25.0,129.0,0.0,64.0,0.0,47.0,0.0,0.0,111.0,0.0,18.0,0.0,155.0,77.0,71.0,148.0,7.0,50.0,26.0,21.0,47.0,3.0,51.0,46.0,0.0,46.0,5.0,31.0,28.0,0.0,28.0,3.0,20.0,18.0,18.0,2.0,15.0,13.0,2.0,2012
PA-600,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",Sheltered and Unsheltered Count,1376.0,430.0,822.0,68.0,1320.0,56.0,816.0,0.0,323.0,0.0,369.0,0.0,68.0,760.0,0.0,56.0,0.0,560.0,107.0,453.0,560.0,0.0,197.0,34.0,163.0,197.0,0.0,271.0,171.0,68.0,239.0,32.0,263.0,163.0,68.0,231.0,32.0,8.0,8.0,8.0,0.0,214.0,206.0,8.0,2012
PA-601,Western Pennsylvania CoC,Sheltered-Only Count,1097.0,499.0,490.0,42.0,1031.0,66.0,566.0,1.0,292.0,0.0,195.0,0.0,42.0,529.0,0.0,37.0,1.0,531.0,207.0,295.0,502.0,29.0,176.0,69.0,97.0,166.0,10.0,140.0,102.0,31.0,133.0,7.0,118.0,80.0,31.0,111.0,7.0,22.0,22.0,22.0,0.0,180.0,178.0,2.0,2012
PA-603,Beaver County CoC,Sheltered and Unsheltered Count,110.0,28.0,77.0,0.0,105.0,5.0,65.0,0.0,11.0,0.0,51.0,0.0,0.0,62.0,0.0,3.0,0.0,45.0,17.0,26.0,43.0,2.0,15.0,5.0,9.0,14.0,1.0,8.0,5.0,0.0,5.0,3.0,8.0,5.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2012
PA-605,Erie City & County CoC,Sheltered and Unsheltered Count,439.0,240.0,153.0,0.0,393.0,46.0,191.0,0.0,136.0,0.0,42.0,0.0,0.0,178.0,0.0,13.0,0.0,248.0,104.0,111.0,215.0,33.0,92.0,29.0,48.0,77.0,15.0,58.0,55.0,0.0,55.0,3.0,52.0,49.0,0.0,49.0,3.0,6.0,6.0,6.0,0.0,18.0,17.0,1.0,2012
PR-502,Puerto Rico Balance of Commonwealth CoC,Sheltered-Only Count,1685.0,200.0,583.0,22.0,805.0,880.0,1348.0,0.0,164.0,0.0,417.0,0.0,22.0,603.0,0.0,745.0,0.0,337.0,36.0,166.0,202.0,135.0,160.0,13.0,81.0,94.0,66.0,1567.0,96.0,22.0,118.0,1449.0,752.0,48.0,22.0,70.0,682.0,815.0,48.0,48.0,767.0,80.0,22.0,58.0,2012
PR-503,South-Southeast Puerto Rico CoC,Sheltered-Only Count,1527.0,157.0,343.0,41.0,541.0,986.0,1146.0,1.0,122.0,0.0,178.0,0.0,41.0,341.0,0.0,805.0,1.0,381.0,35.0,165.0,200.0,181.0,137.0,16.0,37.0,53.0,84.0,1684.0,119.0,14.0,133.0,1551.0,845.0,115.0,14.0,129.0,716.0,839.0,4.0,4.0,835.0,36.0,7.0,29.0,2012
RI-500,Rhode Island Statewide CoC,Sheltered and Unsheltered Count,1277.0,805.0,426.0,18.0,1249.0,28.0,788.0,4.0,578.0,4.0,164.0,0.0,18.0,760.0,4.0,28.0,0.0,489.0,227.0,262.0,489.0,0.0,182.0,91.0,91.0,182.0,0.0,154.0,140.0,14.0,154.0,0.0,148.0,134.0,14.0,148.0,0.0,6.0,6.0,6.0,0.0,96.0,96.0,0.0,2012
SC-500,Charleston/Low Country CoC,Sheltered-Only Count,483.0,155.0,116.0,0.0,271.0,212.0,416.0,0.0,119.0,0.0,89.0,0.0,0.0,208.0,0.0,208.0,0.0,67.0,36.0,27.0,63.0,4.0,26.0,12.0,13.0,25.0,1.0,58.0,15.0,0.0,15.0,43.0,58.0,15.0,0.0,15.0,43.0,0.0,0.0,0.0,0.0,124.0,98.0,26.0,2012
SC-501,"Greenville, Anderson, Spartanburg/Upstate CoC",Sheltered-Only Count,1324.0,520.0,607.0,12.0,1139.0,185.0,786.0,0.0,367.0,0.0,222.0,0.0,12.0,601.0,0.0,185.0,0.0,538.0,153.0,385.0,538.0,0.0,194.0,62.0,132.0,194.0,0.0,57.0,44.0,12.0,56.0,1.0,57.0,44.0,12.0,56.0,1.0,0.0,0.0,0.0,0.0,115.0,91.0,24.0,2012
SC-502,Columbia/Midlands CoC,Sheltered-Only Count,1648.0,559.0,387.0,0.0,946.0,702.0,1306.0,10.0,453.0,0.0,234.0,0.0,0.0,687.0,0.0,619.0,10.0,342.0,106.0,153.0,259.0,83.0,126.0,40.0,58.0,98.0,28.0,174.0,31.0,0.0,31.0,143.0,152.0,31.0,0.0,31.0,121.0,22.0,0.0,0.0,22.0,226.0,111.0,115.0,2012
SC-503,"Myrtle Beach, Sumter City & County CoC",Sheltered-Only Count,1460.0,226.0,194.0,0.0,420.0,1040.0,819.0,3.0,175.0,0.0,118.0,3.0,0.0,293.0,3.0,526.0,0.0,641.0,51.0,76.0,127.0,514.0,205.0,23.0,31.0,54.0,151.0,239.0,12.0,0.0,12.0,227.0,121.0,11.0,0.0,11.0,110.0,118.0,1.0,1.0,117.0,78.0,20.0,58.0,2012
SD-500,South Dakota Statewide CoC,Sheltered-Only Count,859.0,514.0,281.0,0.0,795.0,64.0,512.0,27.0,310.0,27.0,155.0,0.0,0.0,465.0,27.0,47.0,0.0,347.0,204.0,126.0,330.0,17.0,119.0,71.0,44.0,115.0,4.0,138.0,125.0,0.0,125.0,13.0,113.0,100.0,0.0,100.0,13.0,25.0,25.0,25.0,0.0,124.0,114.0,10.0,2012
TN-500,Chattanooga/Southeast Tennessee CoC,Sheltered and Unsheltered Count,548.0,291.0,83.0,0.0,374.0,174.0,364.0,0.0,239.0,0.0,17.0,0.0,0.0,256.0,0.0,108.0,0.0,184.0,52.0,66.0,118.0,66.0,61.0,16.0,23.0,39.0,22.0,70.0,55.0,0.0,55.0,15.0,70.0,55.0,0.0,55.0,15.0,0.0,0.0,0.0,0.0,60.0,45.0,15.0,2012
TN-501,Memphis/Shelby County CoC,Sheltered and Unsheltered Count,2076.0,487.0,1263.0,0.0,1750.0,326.0,1386.0,0.0,363.0,0.0,701.0,0.0,0.0,1064.0,0.0,322.0,0.0,690.0,124.0,562.0,686.0,4.0,214.0,37.0,176.0,213.0,1.0,265.0,76.0,0.0,76.0,189.0,255.0,66.0,0.0,66.0,189.0,10.0,10.0,10.0,0.0,411.0,384.0,27.0,2012
TN-502,Knoxville/Knox County CoC,Sheltered and Unsheltered Count,854.0,382.0,339.0,0.0,721.0,133.0,772.0,1.0,349.0,1.0,296.0,0.0,0.0,645.0,1.0,127.0,0.0,82.0,33.0,43.0,76.0,6.0,34.0,16.0,16.0,32.0,2.0,174.0,132.0,0.0,132.0,42.0,174.0,132.0,0.0,132.0,42.0,0.0,0.0,0.0,0.0,82.0,62.0,20.0,2012
TN-503,Central Tennessee CoC,Sheltered and Unsheltered Count,245.0,107.0,125.0,0.0,232.0,13.0,190.0,0.0,76.0,0.0,104.0,0.0,0.0,180.0,0.0,10.0,0.0,55.0,31.0,21.0,52.0,3.0,21.0,12.0,8.0,20.0,1.0,29.0,27.0,0.0,27.0,2.0,29.0,27.0,0.0,27.0,2.0,0.0,0.0,0.0,0.0,41.0,39.0,2.0,2012
TN-504,Nashville-Davidson County CoC,Sheltered-Only Count,1934.0,844.0,715.0,12.0,1571.0,363.0,1690.0,12.0,740.0,9.0,575.0,0.0,12.0,1327.0,9.0,363.0,3.0,244.0,104.0,140.0,244.0,0.0,81.0,32.0,49.0,81.0,0.0,1055.0,685.0,10.0,695.0,360.0,1013.0,643.0,10.0,653.0,360.0,42.0,42.0,42.0,0.0,393.0,285.0,108.0,2012
TN-506,Upper Cumberland CoC,Sheltered and Unsheltered Count,658.0,109.0,50.0,0.0,159.0,499.0,480.0,31.0,89.0,0.0,31.0,0.0,0.0,120.0,0.0,360.0,31.0,178.0,20.0,19.0,39.0,139.0,63.0,7.0,6.0,13.0,50.0,39.0,2.0,0.0,2.0,37.0,34.0,2.0,0.0,2.0,32.0,5.0,0.0,0.0,5.0,24.0,6.0,18.0,2012
TN-507,Jackson/West Tennessee CoC,Sheltered and Unsheltered Count,1692.0,135.0,87.0,8.0,230.0,1462.0,1071.0,0.0,69.0,0.0,48.0,0.0,8.0,125.0,0.0,946.0,0.0,621.0,66.0,39.0,105.0,516.0,215.0,25.0,15.0,40.0,175.0,256.0,29.0,8.0,37.0,219.0,200.0,24.0,8.0,32.0,168.0,56.0,5.0,5.0,51.0,96.0,11.0,85.0,2012
TN-509,Appalachian Regional CoC,Sheltered-Only Count,424.0,225.0,98.0,0.0,323.0,101.0,303.0,14.0,169.0,14.0,62.0,0.0,0.0,231.0,14.0,72.0,0.0,121.0,56.0,36.0,92.0,29.0,39.0,22.0,11.0,33.0,6.0,56.0,31.0,0.0,31.0,25.0,49.0,24.0,0.0,24.0,25.0,7.0,7.0,7.0,0.0,122.0,116.0,6.0,2012
TN-510,Murfreesboro/Rutherford County CoC,Sheltered and Unsheltered Count,218.0,90.0,32.0,0.0,122.0,96.0,149.0,0.0,47.0,0.0,17.0,0.0,0.0,64.0,0.0,85.0,0.0,69.0,43.0,15.0,58.0,11.0,20.0,14.0,3.0,17.0,3.0,75.0,9.0,0.0,9.0,66.0,69.0,9.0,0.0,9.0,60.0,6.0,0.0,0.0,6.0,19.0,11.0,8.0,2012
TN-512,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",Sheltered and Unsheltered Count,777.0,193.0,103.0,0.0,296.0,481.0,500.0,0.0,63.0,0.0,92.0,0.0,0.0,155.0,0.0,345.0,0.0,277.0,130.0,11.0,141.0,136.0,85.0,42.0,3.0,45.0,40.0,247.0,62.0,0.0,62.0,185.0,221.0,53.0,0.0,53.0,168.0,26.0,9.0,9.0,17.0,37.0,14.0,23.0,2012
TX-500,San Antonio/Bexar County CoC,Sheltered and Unsheltered Count,3670.0,1308.0,693.0,42.0,2043.0,1627.0,1289.0,182.0,242.0,99.0,215.0,63.0,42.0,499.0,162.0,790.0,20.0,2381.0,1066.0,478.0,1544.0,837.0,1023.0,500.0,143.0,643.0,380.0,539.0,243.0,42.0,285.0,254.0,526.0,230.0,42.0,272.0,254.0,13.0,13.0,13.0,0.0,286.0,221.0,65.0,2012
TX-503,Austin/Travis County CoC,Sheltered and Unsheltered Count,2244.0,772.0,587.0,16.0,1375.0,869.0,1572.0,45.0,520.0,15.0,181.0,24.0,16.0,717.0,39.0,855.0,6.0,672.0,252.0,406.0,658.0,14.0,213.0,82.0,128.0,210.0,3.0,733.0,279.0,13.0,292.0,441.0,708.0,257.0,13.0,270.0,438.0,25.0,22.0,22.0,3.0,353.0,146.0,207.0,2012
TX-600,"Dallas City & County, Irving CoC",Sheltered and Unsheltered Count,3447.0,1840.0,1377.0,25.0,3242.0,205.0,1598.0,19.0,962.0,9.0,419.0,6.0,25.0,1406.0,15.0,192.0,4.0,1849.0,878.0,958.0,1836.0,13.0,471.0,204.0,261.0,465.0,6.0,442.0,273.0,25.0,298.0,144.0,434.0,266.0,25.0,291.0,143.0,8.0,7.0,7.0,1.0,409.0,346.0,63.0,2012
TX-601,"Fort Worth, Arlington/Tarrant County CoC",Sheltered-Only Count,2123.0,1166.0,800.0,21.0,1987.0,136.0,1269.0,13.0,875.0,13.0,239.0,0.0,21.0,1135.0,13.0,134.0,0.0,854.0,291.0,561.0,852.0,2.0,327.0,102.0,224.0,326.0,1.0,225.0,176.0,11.0,187.0,38.0,219.0,170.0,11.0,181.0,38.0,6.0,6.0,6.0,0.0,164.0,136.0,28.0,2012
TX-603,El Paso City & County CoC,Sheltered-Only Count,1236.0,578.0,456.0,20.0,1054.0,182.0,742.0,5.0,388.0,5.0,152.0,0.0,20.0,560.0,5.0,182.0,0.0,494.0,190.0,304.0,494.0,0.0,147.0,56.0,91.0,147.0,0.0,115.0,62.0,13.0,75.0,40.0,105.0,52.0,13.0,65.0,40.0,10.0,10.0,10.0,0.0,112.0,65.0,47.0,2012
TX-604,Waco/McLennan County CoC,Sheltered-Only Count,319.0,156.0,102.0,0.0,258.0,61.0,162.0,0.0,69.0,0.0,37.0,0.0,0.0,106.0,0.0,56.0,0.0,157.0,87.0,65.0,152.0,5.0,36.0,16.0,19.0,35.0,1.0,34.0,2.0,0.0,2.0,32.0,29.0,2.0,0.0,2.0,27.0,5.0,0.0,0.0,5.0,58.0,41.0,17.0,2012
TX-607,Texas Balance of State CoC,Sheltered and Unsheltered Count,12764.0,2444.0,898.0,0.0,3342.0,9422.0,7727.0,573.0,1503.0,71.0,449.0,28.0,0.0,1952.0,99.0,5775.0,474.0,5037.0,941.0,449.0,1390.0,3647.0,1650.0,371.0,171.0,542.0,1108.0,2895.0,670.0,0.0,670.0,2225.0,2528.0,473.0,0.0,473.0,2055.0,367.0,197.0,197.0,170.0,1728.0,461.0,1267.0,2012
TX-611,Amarillo CoC,Sheltered and Unsheltered Count,528.0,408.0,69.0,0.0,477.0,51.0,383.0,0.0,325.0,0.0,7.0,0.0,0.0,332.0,0.0,51.0,0.0,145.0,83.0,62.0,145.0,0.0,45.0,27.0,18.0,45.0,0.0,77.0,55.0,0.0,55.0,22.0,72.0,51.0,0.0,51.0,21.0,5.0,4.0,4.0,1.0,79.0,75.0,4.0,2012
TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Sheltered and Unsheltered Count,226.0,169.0,0.0,0.0,169.0,57.0,182.0,14.0,131.0,14.0,0.0,0.0,0.0,131.0,14.0,51.0,0.0,44.0,38.0,0.0,38.0,6.0,14.0,12.0,0.0,12.0,2.0,118.0,88.0,0.0,88.0,30.0,110.0,80.0,0.0,80.0,30.0,8.0,8.0,8.0,0.0,6.0,6.0,0.0,2012
TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Sheltered and Unsheltered Count,7187.0,1063.0,2280.0,20.0,3363.0,3824.0,5621.0,270.0,627.0,1.0,1434.0,1.0,20.0,2081.0,2.0,3540.0,268.0,1566.0,436.0,846.0,1282.0,284.0,540.0,141.0,286.0,427.0,113.0,1422.0,158.0,20.0,178.0,1244.0,1370.0,141.0,20.0,161.0,1209.0,52.0,17.0,17.0,35.0,1162.0,380.0,782.0,2012
TX-701,"Bryan, College Station/Brazos Valley CoC",Sheltered and Unsheltered Count,308.0,151.0,40.0,0.0,191.0,117.0,198.0,0.0,107.0,0.0,4.0,0.0,0.0,111.0,0.0,87.0,0.0,110.0,44.0,36.0,80.0,30.0,45.0,20.0,18.0,38.0,7.0,50.0,50.0,0.0,50.0,0.0,14.0,14.0,0.0,14.0,0.0,36.0,36.0,36.0,0.0,7.0,7.0,0.0,2012
UT-500,Salt Lake City & County CoC,Sheltered and Unsheltered Count,2463.0,1361.0,865.0,47.0,2273.0,190.0,1466.0,9.0,858.0,7.0,387.0,1.0,47.0,1292.0,8.0,174.0,1.0,997.0,503.0,478.0,981.0,16.0,292.0,149.0,138.0,287.0,5.0,317.0,207.0,46.0,253.0,64.0,243.0,155.0,46.0,201.0,42.0,74.0,52.0,52.0,22.0,259.0,244.0,15.0,2012
UT-503,Utah Balance of State CoC,Sheltered and Unsheltered Count,879.0,315.0,369.0,0.0,684.0,195.0,453.0,3.0,200.0,3.0,102.0,0.0,0.0,302.0,3.0,151.0,0.0,426.0,115.0,267.0,382.0,44.0,135.0,37.0,86.0,123.0,12.0,99.0,44.0,0.0,44.0,55.0,72.0,39.0,0.0,39.0,33.0,27.0,5.0,5.0,22.0,62.0,47.0,15.0,2012
UT-504,Provo/Mountainland CoC,Sheltered and Unsheltered Count,185.0,49.0,46.0,0.0,95.0,90.0,130.0,9.0,33.0,9.0,14.0,0.0,0.0,47.0,9.0,83.0,0.0,55.0,16.0,32.0,48.0,7.0,18.0,7.0,9.0,16.0,2.0,27.0,2.0,0.0,2.0,25.0,16.0,0.0,0.0,0.0,16.0,11.0,2.0,2.0,9.0,9.0,6.0,3.0,2012
VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",Sheltered and Unsheltered Count,933.0,374.0,478.0,6.0,858.0,75.0,747.0,0.0,309.0,0.0,361.0,0.0,6.0,676.0,0.0,71.0,0.0,186.0,65.0,117.0,182.0,4.0,70.0,26.0,43.0,69.0,1.0,76.0,40.0,3.0,43.0,33.0,76.0,40.0,3.0,43.0,33.0,0.0,0.0,0.0,0.0,158.0,146.0,12.0,2012
VA-501,"Norfolk, Chesapeake, Suffolk/Isle of Wight, Southampton Counties CoC",Sheltered and Unsheltered Count,652.0,414.0,153.0,0.0,567.0,85.0,456.0,0.0,307.0,0.0,66.0,0.0,0.0,373.0,0.0,83.0,0.0,196.0,107.0,87.0,194.0,2.0,68.0,37.0,30.0,67.0,1.0,83.0,49.0,0.0,49.0,34.0,83.0,49.0,0.0,49.0,34.0,0.0,0.0,0.0,0.0,77.0,59.0,18.0,2012
VA-502,"Roanoke City & County, Salem CoC",Sheltered and Unsheltered Count,561.0,398.0,125.0,0.0,523.0,38.0,429.0,0.0,352.0,0.0,39.0,0.0,0.0,391.0,0.0,38.0,0.0,132.0,46.0,86.0,132.0,0.0,50.0,15.0,35.0,50.0,0.0,149.0,140.0,0.0,140.0,9.0,149.0,140.0,0.0,140.0,9.0,0.0,0.0,0.0,0.0,72.0,71.0,1.0,2012
VA-503,Virginia Beach CoC,Sheltered and Unsheltered Count,440.0,170.0,179.0,0.0,349.0,91.0,244.0,3.0,103.0,3.0,50.0,0.0,0.0,153.0,3.0,91.0,0.0,196.0,67.0,129.0,196.0,0.0,66.0,22.0,44.0,66.0,0.0,62.0,40.0,0.0,40.0,22.0,52.0,30.0,0.0,30.0,22.0,10.0,10.0,10.0,0.0,65.0,45.0,20.0,2012
VA-504,Charlottesville CoC,Sheltered and Unsheltered Count,191.0,125.0,39.0,0.0,164.0,27.0,151.0,1.0,115.0,1.0,9.0,0.0,0.0,124.0,1.0,27.0,0.0,40.0,10.0,30.0,40.0,0.0,19.0,5.0,14.0,19.0,0.0,76.0,54.0,0.0,54.0,22.0,76.0,54.0,0.0,54.0,22.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,2012
VA-505,"Newport News, Hampton/Virginia Peninsula CoC",Sheltered and Unsheltered Count,681.0,427.0,171.0,22.0,620.0,61.0,486.0,0.0,308.0,0.0,95.0,0.0,22.0,425.0,0.0,61.0,0.0,195.0,119.0,76.0,195.0,0.0,63.0,39.0,24.0,63.0,0.0,170.0,128.0,6.0,134.0,36.0,157.0,115.0,6.0,121.0,36.0,13.0,13.0,13.0,0.0,223.0,212.0,11.0,2012
VA-507,Portsmouth CoC,Sheltered and Unsheltered Count,332.0,117.0,37.0,0.0,154.0,178.0,248.0,0.0,68.0,0.0,15.0,0.0,0.0,83.0,0.0,165.0,0.0,84.0,49.0,22.0,71.0,13.0,30.0,19.0,7.0,26.0,4.0,42.0,21.0,0.0,21.0,21.0,41.0,20.0,0.0,20.0,21.0,1.0,1.0,1.0,0.0,23.0,13.0,10.0,2012
VA-508,Lynchburg CoC,Sheltered and Unsheltered Count,214.0,53.0,92.0,0.0,145.0,69.0,147.0,0.0,44.0,0.0,46.0,0.0,0.0,90.0,0.0,57.0,0.0,67.0,9.0,46.0,55.0,12.0,26.0,3.0,19.0,22.0,4.0,43.0,21.0,0.0,21.0,22.0,23.0,12.0,0.0,12.0,11.0,20.0,9.0,9.0,11.0,22.0,11.0,11.0,2012
VA-513,"Harrisburg, Winchester/Western Virginia CoC",Sheltered and Unsheltered Count,313.0,244.0,18.0,0.0,262.0,51.0,182.0,2.0,137.0,2.0,2.0,0.0,0.0,139.0,2.0,43.0,0.0,131.0,107.0,16.0,123.0,8.0,41.0,33.0,6.0,39.0,2.0,80.0,67.0,0.0,67.0,13.0,76.0,64.0,0.0,64.0,12.0,4.0,3.0,3.0,1.0,26.0,19.0,7.0,2012
VA-514,"Fredericksburg/Spotsylvania, Stafford Counties CoC",Sheltered and Unsheltered Count,193.0,116.0,30.0,0.0,146.0,47.0,109.0,0.0,67.0,0.0,0.0,0.0,0.0,67.0,0.0,42.0,0.0,84.0,49.0,30.0,79.0,5.0,28.0,14.0,12.0,26.0,2.0,63.0,25.0,0.0,25.0,38.0,47.0,14.0,0.0,14.0,33.0,16.0,11.0,11.0,5.0,15.0,10.0,5.0,2012
VA-521,Virginia Balance of State CoC,Sheltered and Unsheltered Count,957.0,452.0,290.0,0.0,742.0,215.0,485.0,0.0,270.0,0.0,57.0,0.0,0.0,327.0,0.0,158.0,0.0,472.0,182.0,233.0,415.0,57.0,161.0,61.0,78.0,139.0,22.0,131.0,68.0,0.0,68.0,63.0,89.0,51.0,0.0,51.0,38.0,42.0,17.0,17.0,25.0,47.0,31.0,16.0,2012
VA-600,Arlington County CoC,Sheltered and Unsheltered Count,451.0,179.0,138.0,3.0,320.0,131.0,263.0,0.0,118.0,0.0,11.0,0.0,3.0,132.0,0.0,131.0,0.0,188.0,61.0,127.0,188.0,0.0,60.0,19.0,41.0,60.0,0.0,175.0,79.0,3.0,82.0,93.0,175.0,79.0,3.0,82.0,93.0,0.0,0.0,0.0,0.0,24.0,16.0,8.0,2012
VA-601,Fairfax County CoC,Sheltered and Unsheltered Count,1534.0,685.0,663.0,8.0,1356.0,178.0,697.0,1.0,388.0,0.0,123.0,1.0,8.0,519.0,1.0,178.0,0.0,837.0,297.0,540.0,837.0,0.0,249.0,90.0,159.0,249.0,0.0,358.0,222.0,8.0,230.0,128.0,353.0,217.0,8.0,225.0,128.0,5.0,5.0,5.0,0.0,60.0,50.0,10.0,2012
VA-602,Loudoun County CoC,Sheltered and Unsheltered Count,168.0,75.0,57.0,0.0,132.0,36.0,70.0,0.0,31.0,0.0,10.0,0.0,0.0,41.0,0.0,29.0,0.0,98.0,44.0,47.0,91.0,7.0,30.0,16.0,12.0,28.0,2.0,18.0,7.0,0.0,7.0,11.0,18.0,7.0,0.0,7.0,11.0,0.0,0.0,0.0,0.0,8.0,5.0,3.0,2012
VA-603,Alexandria CoC,Sheltered and Unsheltered Count,352.0,197.0,121.0,12.0,330.0,22.0,213.0,0.0,126.0,0.0,53.0,0.0,12.0,191.0,0.0,22.0,0.0,139.0,71.0,68.0,139.0,0.0,49.0,24.0,25.0,49.0,0.0,60.0,29.0,11.0,40.0,20.0,60.0,29.0,11.0,40.0,20.0,0.0,0.0,0.0,0.0,20.0,15.0,5.0,2012
VA-604,Prince William County CoC,Sheltered and Unsheltered Count,452.0,144.0,183.0,0.0,327.0,125.0,157.0,0.0,68.0,0.0,0.0,0.0,0.0,68.0,0.0,89.0,0.0,295.0,76.0,183.0,259.0,36.0,84.0,21.0,53.0,74.0,10.0,60.0,21.0,0.0,21.0,39.0,56.0,17.0,0.0,17.0,39.0,4.0,4.0,4.0,0.0,29.0,12.0,17.0,2012
