CoC Number,CoC Name,Count Types,Overall Homeless,Sheltered ES Homeless,Sheltered TH Homeless,Sheltered SH Homeless,Sheltered Total Homeless,Unsheltered Homeless,Overall Homeless Individuals,Overall Homeless Individuals - Under 18,Sheltered ES Homeless Individuals,Sheltered ES Homeless Individuals - Under 18,Sheltered TH Homeless Individuals,Sheltered TH Homeless Individuals - Under 18,Sheltered SH Homeless Individuals,Sheltered Total Homeless Individuals,Sheltered Total Homeless Individuals - Under 18,Unsheltered Homeless Individuals,Unsheltered Homeless Individuals - Under 18,Overall Homeless People in Families,Sheltered ES Homeless People in Families,Sheltered TH Homeless People in Families,Sheltered Total Homeless People in Families,Unsheltered Homeless People in Families,Overall Homeless Family Households,Sheltered ES Homeless Family Households,Sheltered TH Homeless Family Households,Sheltered Total Homeless Family Households,Unsheltered Homeless Family Households,Overall Chronically Homeless,Sheltered ES Chronically Homeless,Sheltered SH Chronically Homeless,Sheltered Total Chronically Homeless,Unsheltered Chronically Homeless,Overall Chronically Homeless Individuals,Sheltered ES Chronically Homeless Individuals,Sheltered SH Chronically Homeless Individuals,Sheltered Total Chronically Homeless Individuals,Unsheltered Chronically Homeless Individuals,Overall Chronically Homeless People in Families,Sheltered ES Chronically Homeless People in Families,Sheltered Total Chronically Homeless People in Families,Unsheltered Chronically Homeless People in Families,Overall Homeless Veterans,Sheltered Total Homeless Veterans,Unsheltered Homeless Veterans,Year
OR-503,Central Oregon CoC,Sheltered and Unsheltered Count,802.0,93.0,177.0,0.0,270.0,532.0,416.0,43.0,60.0,4.0,47.0,4.0,0.0,107.0,8.0,309.0,35.0,386.0,33.0,130.0,163.0,223.0,125.0,13.0,39.0,52.0,73.0,155.0,38.0,0.0,38.0,117.0,98.0,28.0,0.0,28.0,70.0,57.0,10.0,10.0,47.0,77.0,15.0,62.0,2011.0
OR-505,Oregon Balance of State CoC,Sheltered and Unsheltered Count,7006.0,867.0,1426.0,0.0,2293.0,4713.0,3099.0,806.0,579.0,148.0,570.0,232.0,0.0,1149.0,380.0,1950.0,426.0,3907.0,288.0,856.0,1144.0,2763.0,1312.0,109.0,281.0,390.0,922.0,831.0,228.0,0.0,228.0,603.0,712.0,225.0,0.0,225.0,487.0,119.0,3.0,3.0,116.0,369.0,135.0,234.0,2011.0
OR-506,"Hillsboro, Beaverton/Washington County CoC",Sheltered and Unsheltered Count,752.0,67.0,144.0,10.0,221.0,531.0,435.0,4.0,5.0,2.0,38.0,0.0,10.0,53.0,2.0,382.0,2.0,317.0,62.0,106.0,168.0,149.0,102.0,19.0,36.0,55.0,47.0,189.0,8.0,10.0,18.0,171.0,164.0,0.0,10.0,10.0,154.0,25.0,8.0,8.0,17.0,62.0,35.0,27.0,2011.0
OR-507,Clackamas County CoC,Sheltered and Unsheltered Count,1008.0,34.0,105.0,0.0,139.0,869.0,567.0,7.0,5.0,0.0,11.0,1.0,0.0,16.0,1.0,551.0,6.0,441.0,29.0,94.0,123.0,318.0,152.0,9.0,33.0,42.0,110.0,157.0,4.0,0.0,4.0,153.0,98.0,2.0,0.0,2.0,96.0,59.0,2.0,2.0,57.0,75.0,0.0,75.0,2011.0
PA-500,Philadelphia CoC,Sheltered and Unsheltered Count,6180.0,3637.0,1971.0,66.0,5674.0,506.0,3328.0,17.0,2251.0,17.0,505.0,0.0,66.0,2822.0,17.0,506.0,0.0,2852.0,1386.0,1466.0,2852.0,0.0,918.0,461.0,457.0,918.0,0.0,735.0,277.0,66.0,343.0,392.0,649.0,191.0,66.0,257.0,392.0,86.0,86.0,86.0,0.0,353.0,286.0,67.0,2011.0
PA-501,Harrisburg/Dauphin County CoC,Sheltered and Unsheltered Count,394.0,166.0,143.0,12.0,321.0,73.0,218.0,0.0,97.0,0.0,43.0,0.0,12.0,152.0,0.0,66.0,0.0,176.0,69.0,100.0,169.0,7.0,69.0,27.0,39.0,66.0,3.0,79.0,34.0,10.0,44.0,35.0,79.0,34.0,10.0,44.0,35.0,0.0,0.0,0.0,0.0,44.0,33.0,11.0,2011.0
PA-502,"Upper Darby, Chester, Haverford/Delaware County CoC",Sheltered and Unsheltered Count,648.0,327.0,274.0,0.0,601.0,47.0,250.0,0.0,146.0,0.0,57.0,0.0,0.0,203.0,0.0,47.0,0.0,398.0,181.0,217.0,398.0,0.0,106.0,55.0,51.0,106.0,0.0,55.0,25.0,0.0,25.0,30.0,55.0,25.0,0.0,25.0,30.0,0.0,0.0,0.0,0.0,29.0,26.0,3.0,2011.0
PA-503,"Wilkes-Barre, Hazleton/Luzerne County CoC",Sheltered and Unsheltered Count,180.0,79.0,92.0,0.0,171.0,9.0,116.0,1.0,64.0,1.0,43.0,0.0,0.0,107.0,1.0,9.0,0.0,64.0,15.0,49.0,64.0,0.0,23.0,5.0,18.0,23.0,0.0,13.0,8.0,0.0,8.0,5.0,13.0,8.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,25.0,23.0,2.0,2011.0
PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",Sheltered and Unsheltered Count,410.0,202.0,198.0,0.0,400.0,10.0,152.0,2.0,111.0,2.0,31.0,0.0,0.0,142.0,2.0,10.0,0.0,258.0,91.0,167.0,258.0,0.0,78.0,27.0,51.0,78.0,0.0,43.0,34.0,0.0,34.0,9.0,43.0,34.0,0.0,34.0,9.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,2011.0
PA-505,Chester County CoC,Sheltered and Unsheltered Count,726.0,285.0,424.0,8.0,717.0,9.0,521.0,0.0,246.0,0.0,258.0,0.0,8.0,512.0,0.0,9.0,0.0,205.0,39.0,166.0,205.0,0.0,71.0,17.0,54.0,71.0,0.0,51.0,45.0,6.0,51.0,0.0,51.0,45.0,6.0,51.0,0.0,0.0,0.0,0.0,0.0,293.0,293.0,0.0,2011.0
PA-506,Reading/Berks County CoC,Sheltered and Unsheltered Count,357.0,187.0,163.0,0.0,350.0,7.0,231.0,0.0,155.0,0.0,69.0,0.0,0.0,224.0,0.0,7.0,0.0,126.0,32.0,94.0,126.0,0.0,47.0,7.0,40.0,47.0,0.0,8.0,4.0,0.0,4.0,4.0,8.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,18.0,17.0,1.0,2011.0
PA-508,Scranton/Lackawanna County CoC,Sheltered and Unsheltered Count,276.0,75.0,161.0,0.0,236.0,40.0,122.0,0.0,47.0,0.0,35.0,0.0,0.0,82.0,0.0,40.0,0.0,154.0,28.0,126.0,154.0,0.0,56.0,12.0,44.0,56.0,0.0,58.0,53.0,0.0,53.0,5.0,21.0,16.0,0.0,16.0,5.0,37.0,37.0,37.0,0.0,35.0,35.0,0.0,2011.0
PA-509,Eastern Pennsylvania CoC,Sheltered and Unsheltered Count,1720.0,694.0,895.0,0.0,1589.0,131.0,663.0,12.0,344.0,12.0,201.0,0.0,0.0,545.0,12.0,118.0,0.0,1057.0,350.0,694.0,1044.0,13.0,358.0,117.0,238.0,355.0,3.0,114.0,84.0,0.0,84.0,30.0,97.0,67.0,0.0,67.0,30.0,17.0,17.0,17.0,0.0,85.0,67.0,18.0,2011.0
PA-510,Lancaster City & County CoC,Sheltered and Unsheltered Count,505.0,198.0,300.0,0.0,498.0,7.0,250.0,0.0,111.0,0.0,132.0,0.0,0.0,243.0,0.0,7.0,0.0,255.0,87.0,168.0,255.0,0.0,89.0,28.0,61.0,89.0,0.0,38.0,33.0,0.0,33.0,5.0,38.0,33.0,0.0,33.0,5.0,0.0,0.0,0.0,0.0,57.0,54.0,3.0,2011.0
PA-511,"Bristol, Bensalem/Bucks County CoC",Sheltered and Unsheltered Count,505.0,94.0,378.0,0.0,472.0,33.0,180.0,1.0,37.0,1.0,110.0,0.0,0.0,147.0,1.0,33.0,0.0,325.0,57.0,268.0,325.0,0.0,118.0,21.0,97.0,118.0,0.0,16.0,7.0,0.0,7.0,9.0,7.0,3.0,0.0,3.0,4.0,9.0,4.0,4.0,5.0,3.0,0.0,3.0,2011.0
PA-512,York City & County CoC,Sheltered and Unsheltered Count,257.0,126.0,106.0,0.0,232.0,25.0,152.0,0.0,81.0,0.0,53.0,0.0,0.0,134.0,0.0,18.0,0.0,105.0,45.0,53.0,98.0,7.0,35.0,16.0,16.0,32.0,3.0,32.0,27.0,0.0,27.0,5.0,25.0,22.0,0.0,22.0,3.0,7.0,5.0,5.0,2.0,22.0,20.0,2.0,2011.0
PA-600,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",Sheltered and Unsheltered Count,1423.0,539.0,789.0,38.0,1366.0,57.0,871.0,0.0,401.0,0.0,375.0,0.0,38.0,814.0,0.0,57.0,0.0,552.0,138.0,414.0,552.0,0.0,199.0,43.0,156.0,199.0,0.0,209.0,147.0,33.0,180.0,29.0,204.0,142.0,33.0,175.0,29.0,5.0,5.0,5.0,0.0,225.0,215.0,10.0,2011.0
PA-601,Western Pennsylvania CoC,Sheltered and Unsheltered Count,991.0,490.0,394.0,41.0,925.0,66.0,519.0,1.0,275.0,0.0,166.0,0.0,41.0,482.0,0.0,37.0,1.0,472.0,215.0,228.0,443.0,29.0,158.0,72.0,76.0,148.0,10.0,178.0,142.0,29.0,171.0,7.0,148.0,112.0,29.0,141.0,7.0,30.0,30.0,30.0,0.0,153.0,151.0,2.0,2011.0
PA-603,Beaver County CoC,Sheltered and Unsheltered Count,119.0,33.0,79.0,0.0,112.0,7.0,65.0,0.0,4.0,0.0,54.0,0.0,0.0,58.0,0.0,7.0,0.0,54.0,29.0,25.0,54.0,0.0,19.0,9.0,10.0,19.0,0.0,16.0,9.0,0.0,9.0,7.0,9.0,2.0,0.0,2.0,7.0,7.0,7.0,7.0,0.0,4.0,4.0,0.0,2011.0
PA-605,Erie City & County CoC,Sheltered and Unsheltered Count,405.0,255.0,117.0,0.0,372.0,33.0,229.0,18.0,134.0,0.0,71.0,0.0,0.0,205.0,0.0,24.0,18.0,176.0,121.0,46.0,167.0,9.0,52.0,33.0,15.0,48.0,4.0,74.0,66.0,0.0,66.0,8.0,61.0,56.0,0.0,56.0,5.0,13.0,10.0,10.0,3.0,36.0,28.0,8.0,2011.0
PR-502,Puerto Rico Balance of Commonwealth CoC,Sheltered and Unsheltered Count,1362.0,163.0,313.0,6.0,482.0,880.0,1098.0,0.0,112.0,0.0,235.0,0.0,6.0,353.0,0.0,745.0,0.0,264.0,51.0,78.0,129.0,135.0,128.0,23.0,39.0,62.0,66.0,1717.0,262.0,6.0,268.0,1449.0,792.0,104.0,6.0,110.0,682.0,925.0,158.0,158.0,767.0,82.0,24.0,58.0,2011.0
PR-503,South-Southeast Puerto Rico CoC,Sheltered and Unsheltered Count,1538.0,167.0,354.0,31.0,552.0,986.0,1248.0,2.0,129.0,1.0,283.0,0.0,31.0,443.0,1.0,805.0,1.0,290.0,38.0,71.0,109.0,181.0,133.0,15.0,34.0,49.0,84.0,1847.0,271.0,25.0,296.0,1551.0,855.0,114.0,25.0,139.0,716.0,992.0,157.0,157.0,835.0,55.0,26.0,29.0,2011.0
RI-500,Rhode Island Statewide CoC,Sheltered and Unsheltered Count,1070.0,680.0,338.0,21.0,1039.0,31.0,652.0,8.0,485.0,3.0,115.0,5.0,21.0,621.0,8.0,31.0,0.0,418.0,195.0,223.0,418.0,0.0,137.0,62.0,75.0,137.0,0.0,176.0,157.0,14.0,171.0,5.0,176.0,157.0,14.0,171.0,5.0,0.0,0.0,0.0,0.0,123.0,121.0,2.0,2011.0
SC-500,Charleston/Low Country CoC,Sheltered and Unsheltered Count,569.0,169.0,188.0,0.0,357.0,212.0,497.0,0.0,133.0,0.0,156.0,0.0,0.0,289.0,0.0,208.0,0.0,72.0,36.0,32.0,68.0,4.0,27.0,13.0,13.0,26.0,1.0,89.0,46.0,0.0,46.0,43.0,89.0,46.0,0.0,46.0,43.0,0.0,0.0,0.0,0.0,151.0,125.0,26.0,2011.0
SC-501,"Greenville, Anderson, Spartanburg/Upstate CoC",Sheltered and Unsheltered Count,1401.0,648.0,556.0,12.0,1216.0,185.0,924.0,0.0,481.0,0.0,246.0,0.0,12.0,739.0,0.0,185.0,0.0,477.0,167.0,310.0,477.0,0.0,150.0,53.0,97.0,150.0,0.0,57.0,44.0,12.0,56.0,1.0,57.0,44.0,12.0,56.0,1.0,0.0,0.0,0.0,0.0,115.0,91.0,24.0,2011.0
SC-502,Columbia/Midlands CoC,Sheltered and Unsheltered Count,1621.0,499.0,420.0,0.0,919.0,702.0,1229.0,13.0,395.0,3.0,215.0,0.0,0.0,610.0,3.0,619.0,10.0,392.0,104.0,205.0,309.0,83.0,154.0,47.0,79.0,126.0,28.0,238.0,95.0,0.0,95.0,143.0,214.0,93.0,0.0,93.0,121.0,24.0,2.0,2.0,22.0,264.0,149.0,115.0,2011.0
SC-503,"Myrtle Beach, Sumter City & County CoC",Sheltered and Unsheltered Count,1502.0,238.0,224.0,0.0,462.0,1040.0,855.0,7.0,201.0,4.0,128.0,3.0,0.0,329.0,7.0,526.0,0.0,647.0,37.0,96.0,133.0,514.0,196.0,12.0,33.0,45.0,151.0,261.0,34.0,0.0,34.0,227.0,144.0,34.0,0.0,34.0,110.0,117.0,0.0,0.0,117.0,82.0,24.0,58.0,2011.0
SD-500,South Dakota Statewide CoC,Sheltered and Unsheltered Count,826.0,371.0,391.0,0.0,762.0,64.0,460.0,21.0,218.0,13.0,195.0,8.0,0.0,413.0,21.0,47.0,0.0,366.0,153.0,196.0,349.0,17.0,123.0,52.0,67.0,119.0,4.0,34.0,21.0,0.0,21.0,13.0,34.0,21.0,0.0,21.0,13.0,0.0,0.0,0.0,0.0,109.0,99.0,10.0,2011.0
TN-500,Chattanooga/Southeast Tennessee CoC,Sheltered and Unsheltered Count,561.0,249.0,85.0,0.0,334.0,227.0,375.0,0.0,214.0,0.0,14.0,0.0,0.0,228.0,0.0,147.0,0.0,186.0,35.0,71.0,106.0,80.0,62.0,10.0,22.0,32.0,30.0,35.0,9.0,0.0,9.0,26.0,33.0,7.0,0.0,7.0,26.0,2.0,2.0,2.0,0.0,55.0,10.0,45.0,2011.0
TN-501,Memphis/Shelby County CoC,Sheltered and Unsheltered Count,1942.0,568.0,1190.0,0.0,1758.0,184.0,1235.0,1.0,426.0,1.0,627.0,0.0,0.0,1053.0,1.0,182.0,0.0,707.0,142.0,563.0,705.0,2.0,210.0,38.0,171.0,209.0,1.0,112.0,32.0,0.0,32.0,80.0,111.0,31.0,0.0,31.0,80.0,1.0,1.0,1.0,0.0,186.0,162.0,24.0,2011.0
TN-502,Knoxville/Knox County CoC,Sheltered and Unsheltered Count,998.0,468.0,381.0,0.0,849.0,149.0,840.0,2.0,412.0,2.0,290.0,0.0,0.0,702.0,2.0,138.0,0.0,158.0,56.0,91.0,147.0,11.0,61.0,22.0,35.0,57.0,4.0,197.0,150.0,0.0,150.0,47.0,167.0,127.0,0.0,127.0,40.0,30.0,23.0,23.0,7.0,108.0,82.0,26.0,2011.0
TN-503,Central Tennessee CoC,Sheltered and Unsheltered Count,232.0,85.0,128.0,0.0,213.0,19.0,199.0,0.0,58.0,0.0,122.0,0.0,0.0,180.0,0.0,19.0,0.0,33.0,27.0,6.0,33.0,0.0,9.0,7.0,2.0,9.0,0.0,31.0,27.0,0.0,27.0,4.0,31.0,27.0,0.0,27.0,4.0,0.0,0.0,0.0,0.0,33.0,30.0,3.0,2011.0
TN-504,Nashville-Davidson County CoC,Sheltered and Unsheltered Count,1938.0,870.0,693.0,12.0,1575.0,363.0,1695.0,8.0,762.0,4.0,558.0,1.0,12.0,1332.0,5.0,363.0,3.0,243.0,108.0,135.0,243.0,0.0,86.0,38.0,48.0,86.0,0.0,860.0,490.0,10.0,500.0,360.0,835.0,465.0,10.0,475.0,360.0,25.0,25.0,25.0,0.0,372.0,264.0,108.0,2011.0
TN-506,Upper Cumberland CoC,Sheltered and Unsheltered Count,526.0,132.0,39.0,0.0,171.0,355.0,205.0,2.0,64.0,0.0,11.0,0.0,0.0,75.0,0.0,130.0,2.0,321.0,68.0,28.0,96.0,225.0,112.0,24.0,10.0,34.0,78.0,46.0,21.0,0.0,21.0,25.0,42.0,17.0,0.0,17.0,25.0,4.0,4.0,4.0,0.0,7.0,6.0,1.0,2011.0
TN-507,Jackson/West Tennessee CoC,Sheltered and Unsheltered Count,1894.0,239.0,181.0,8.0,428.0,1466.0,1234.0,0.0,181.0,0.0,157.0,0.0,8.0,346.0,0.0,888.0,0.0,660.0,58.0,24.0,82.0,578.0,273.0,18.0,11.0,29.0,244.0,225.0,42.0,8.0,50.0,175.0,225.0,42.0,8.0,50.0,175.0,0.0,0.0,0.0,0.0,93.0,93.0,0.0,2011.0
TN-509,Appalachian Regional CoC,Sheltered and Unsheltered Count,360.0,139.0,120.0,0.0,259.0,101.0,200.0,9.0,67.0,9.0,61.0,0.0,0.0,128.0,9.0,72.0,0.0,160.0,72.0,59.0,131.0,29.0,50.0,24.0,20.0,44.0,6.0,66.0,41.0,0.0,41.0,25.0,66.0,41.0,0.0,41.0,25.0,0.0,0.0,0.0,0.0,69.0,63.0,6.0,2011.0
TN-510,Murfreesboro/Rutherford County CoC,Sheltered and Unsheltered Count,225.0,89.0,38.0,0.0,127.0,98.0,160.0,16.0,39.0,0.0,23.0,0.0,0.0,62.0,0.0,98.0,16.0,65.0,50.0,15.0,65.0,0.0,18.0,14.0,4.0,18.0,0.0,84.0,26.0,0.0,26.0,58.0,72.0,14.0,0.0,14.0,58.0,12.0,12.0,12.0,0.0,25.0,17.0,8.0,2011.0
TN-512,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",Sheltered and Unsheltered Count,437.0,168.0,33.0,0.0,201.0,236.0,332.0,8.0,99.0,0.0,33.0,0.0,0.0,132.0,0.0,200.0,8.0,105.0,69.0,0.0,69.0,36.0,29.0,21.0,0.0,21.0,8.0,101.0,48.0,0.0,48.0,53.0,79.0,39.0,0.0,39.0,40.0,22.0,9.0,9.0,13.0,17.0,5.0,12.0,2011.0
TX-500,San Antonio/Bexar County CoC,Sheltered and Unsheltered Count,3222.0,1230.0,779.0,37.0,2046.0,1176.0,2339.0,178.0,802.0,47.0,328.0,126.0,37.0,1167.0,173.0,1172.0,5.0,883.0,428.0,451.0,879.0,4.0,387.0,164.0,221.0,385.0,2.0,676.0,438.0,0.0,438.0,238.0,461.0,223.0,0.0,223.0,238.0,215.0,215.0,215.0,0.0,351.0,252.0,99.0,2011.0
TX-503,Austin/Travis County CoC,Sheltered and Unsheltered Count,2362.0,778.0,564.0,16.0,1358.0,1004.0,1700.0,14.0,536.0,13.0,149.0,0.0,16.0,701.0,13.0,999.0,1.0,662.0,242.0,415.0,657.0,5.0,217.0,86.0,129.0,215.0,2.0,793.0,327.0,0.0,327.0,466.0,785.0,319.0,0.0,319.0,466.0,8.0,8.0,8.0,0.0,515.0,293.0,222.0,2011.0
TX-600,"Dallas City & County, Irving CoC",Sheltered and Unsheltered Count,3540.0,1567.0,1692.0,38.0,3297.0,243.0,1591.0,29.0,698.0,23.0,646.0,5.0,38.0,1382.0,28.0,209.0,1.0,1949.0,869.0,1046.0,1915.0,34.0,651.0,406.0,236.0,642.0,9.0,760.0,570.0,38.0,608.0,152.0,760.0,570.0,38.0,608.0,152.0,0.0,0.0,0.0,0.0,555.0,521.0,34.0,2011.0
TX-601,"Fort Worth, Arlington/Tarrant County CoC",Sheltered and Unsheltered Count,2169.0,1160.0,853.0,20.0,2033.0,136.0,1247.0,10.0,888.0,10.0,205.0,0.0,20.0,1113.0,10.0,134.0,0.0,922.0,272.0,648.0,920.0,2.0,292.0,107.0,184.0,291.0,1.0,328.0,270.0,20.0,290.0,38.0,306.0,248.0,20.0,268.0,38.0,22.0,22.0,22.0,0.0,235.0,207.0,28.0,2011.0
TX-603,El Paso City & County CoC,Sheltered and Unsheltered Count,1331.0,670.0,460.0,19.0,1149.0,182.0,709.0,7.0,394.0,7.0,114.0,0.0,19.0,527.0,7.0,182.0,0.0,622.0,276.0,346.0,622.0,0.0,170.0,77.0,93.0,170.0,0.0,100.0,60.0,0.0,60.0,40.0,94.0,54.0,0.0,54.0,40.0,6.0,6.0,6.0,0.0,134.0,87.0,47.0,2011.0
TX-604,Waco/McLennan County CoC,Sheltered and Unsheltered Count,267.0,102.0,99.0,5.0,206.0,61.0,172.0,0.0,60.0,0.0,51.0,0.0,5.0,116.0,0.0,56.0,0.0,95.0,42.0,48.0,90.0,5.0,37.0,19.0,17.0,36.0,1.0,52.0,17.0,3.0,20.0,32.0,47.0,17.0,3.0,20.0,27.0,5.0,0.0,0.0,5.0,40.0,23.0,17.0,2011.0
TX-607,Texas Balance of State CoC,Sheltered and Unsheltered Count,14643.0,2627.0,1427.0,0.0,4054.0,10589.0,8915.0,953.0,1616.0,227.0,883.0,118.0,0.0,2499.0,345.0,6416.0,608.0,5728.0,1011.0,544.0,1555.0,4173.0,1754.0,352.0,182.0,534.0,1220.0,3319.0,987.0,0.0,987.0,2332.0,2901.0,749.0,0.0,749.0,2152.0,418.0,238.0,238.0,180.0,1840.0,515.0,1325.0,2011.0
TX-611,Amarillo CoC,Sheltered and Unsheltered Count,439.0,316.0,83.0,0.0,399.0,40.0,277.0,0.0,235.0,0.0,2.0,0.0,0.0,237.0,0.0,40.0,0.0,162.0,81.0,81.0,162.0,0.0,59.0,26.0,33.0,59.0,0.0,65.0,36.0,0.0,36.0,29.0,65.0,36.0,0.0,36.0,29.0,0.0,0.0,0.0,0.0,47.0,39.0,8.0,2011.0
TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Sheltered and Unsheltered Count,234.0,208.0,0.0,0.0,208.0,26.0,193.0,17.0,167.0,17.0,0.0,0.0,0.0,167.0,17.0,26.0,0.0,41.0,41.0,0.0,41.0,0.0,12.0,12.0,0.0,12.0,0.0,197.0,145.0,0.0,145.0,52.0,161.0,135.0,0.0,135.0,26.0,36.0,10.0,10.0,26.0,15.0,10.0,5.0,2011.0
TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Sheltered and Unsheltered Count,8471.0,1268.0,2763.0,22.0,4053.0,4418.0,6293.0,312.0,763.0,9.0,1620.0,0.0,22.0,2405.0,9.0,3888.0,303.0,2178.0,505.0,1143.0,1648.0,530.0,752.0,158.0,382.0,540.0,212.0,1914.0,323.0,0.0,323.0,1591.0,1791.0,264.0,0.0,264.0,1527.0,123.0,59.0,59.0,64.0,1146.0,405.0,741.0,2011.0
TX-701,"Bryan, College Station/Brazos Valley CoC",Sheltered and Unsheltered Count,233.0,101.0,68.0,0.0,169.0,64.0,141.0,0.0,67.0,0.0,26.0,0.0,0.0,93.0,0.0,48.0,0.0,92.0,34.0,42.0,76.0,16.0,26.0,11.0,11.0,22.0,4.0,19.0,19.0,0.0,19.0,0.0,19.0,19.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,2011.0
UT-500,Salt Lake City & County CoC,Sheltered and Unsheltered Count,2033.0,1145.0,651.0,48.0,1844.0,189.0,1206.0,5.0,717.0,0.0,274.0,3.0,48.0,1039.0,3.0,167.0,2.0,827.0,428.0,377.0,805.0,22.0,241.0,124.0,113.0,237.0,4.0,264.0,174.0,48.0,222.0,42.0,257.0,167.0,48.0,215.0,42.0,7.0,7.0,7.0,0.0,264.0,245.0,19.0,2011.0
UT-503,Utah Balance of State CoC,Sheltered and Unsheltered Count,898.0,307.0,394.0,0.0,701.0,197.0,512.0,0.0,214.0,0.0,114.0,0.0,0.0,328.0,0.0,184.0,0.0,386.0,93.0,280.0,373.0,13.0,126.0,32.0,90.0,122.0,4.0,99.0,62.0,0.0,62.0,37.0,87.0,50.0,0.0,50.0,37.0,12.0,12.0,12.0,0.0,69.0,60.0,9.0,2011.0
UT-504,Provo/Mountainland CoC,Sheltered and Unsheltered Count,199.0,54.0,88.0,0.0,142.0,57.0,124.0,0.0,17.0,0.0,50.0,0.0,0.0,67.0,0.0,57.0,0.0,75.0,37.0,38.0,75.0,0.0,22.0,10.0,12.0,22.0,0.0,20.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,12.0,5.0,7.0,2011.0
VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",Sheltered and Unsheltered Count,1084.0,463.0,558.0,18.0,1039.0,45.0,837.0,0.0,369.0,0.0,405.0,0.0,18.0,792.0,0.0,45.0,0.0,247.0,94.0,153.0,247.0,0.0,85.0,35.0,50.0,85.0,0.0,69.0,48.0,6.0,54.0,15.0,69.0,48.0,6.0,54.0,15.0,0.0,0.0,0.0,0.0,160.0,150.0,10.0,2011.0
VA-501,"Norfolk, Chesapeake, Suffolk/Isle of Wight, Southampton Counties CoC",Sheltered and Unsheltered Count,609.0,404.0,146.0,0.0,550.0,59.0,419.0,15.0,298.0,12.0,69.0,3.0,0.0,367.0,15.0,52.0,0.0,190.0,106.0,77.0,183.0,7.0,61.0,35.0,24.0,59.0,2.0,65.0,45.0,0.0,45.0,20.0,65.0,45.0,0.0,45.0,20.0,0.0,0.0,0.0,0.0,81.0,62.0,19.0,2011.0
VA-502,"Roanoke City & County, Salem CoC",Sheltered and Unsheltered Count,536.0,450.0,76.0,0.0,526.0,10.0,412.0,0.0,347.0,0.0,55.0,0.0,0.0,402.0,0.0,10.0,0.0,124.0,103.0,21.0,124.0,0.0,44.0,37.0,7.0,44.0,0.0,186.0,182.0,0.0,182.0,4.0,186.0,182.0,0.0,182.0,4.0,0.0,0.0,0.0,0.0,78.0,78.0,0.0,2011.0
VA-503,Virginia Beach CoC,Sheltered and Unsheltered Count,427.0,166.0,167.0,0.0,333.0,94.0,248.0,3.0,112.0,3.0,44.0,0.0,0.0,156.0,3.0,92.0,0.0,179.0,54.0,123.0,177.0,2.0,59.0,18.0,40.0,58.0,1.0,81.0,43.0,0.0,43.0,38.0,68.0,31.0,0.0,31.0,37.0,13.0,12.0,12.0,1.0,56.0,40.0,16.0,2011.0
VA-504,Charlottesville CoC,Sheltered and Unsheltered Count,213.0,135.0,60.0,0.0,195.0,18.0,159.0,1.0,116.0,1.0,25.0,0.0,0.0,141.0,1.0,18.0,0.0,54.0,19.0,35.0,54.0,0.0,24.0,8.0,16.0,24.0,0.0,60.0,42.0,0.0,42.0,18.0,60.0,42.0,0.0,42.0,18.0,0.0,0.0,0.0,0.0,13.0,10.0,3.0,2011.0
VA-505,"Newport News, Hampton/Virginia Peninsula CoC",Sheltered and Unsheltered Count,736.0,415.0,198.0,21.0,634.0,102.0,511.0,1.0,306.0,1.0,91.0,0.0,21.0,418.0,1.0,93.0,0.0,225.0,109.0,107.0,216.0,9.0,68.0,32.0,33.0,65.0,3.0,129.0,74.0,15.0,89.0,40.0,129.0,74.0,15.0,89.0,40.0,0.0,0.0,0.0,0.0,226.0,216.0,10.0,2011.0
VA-507,Portsmouth CoC,Sheltered and Unsheltered Count,265.0,126.0,39.0,0.0,165.0,100.0,199.0,0.0,80.0,0.0,19.0,0.0,0.0,99.0,0.0,100.0,0.0,66.0,46.0,20.0,66.0,0.0,21.0,13.0,8.0,21.0,0.0,87.0,39.0,0.0,39.0,48.0,87.0,39.0,0.0,39.0,48.0,0.0,0.0,0.0,0.0,44.0,18.0,26.0,2011.0
VA-508,Lynchburg CoC,Sheltered and Unsheltered Count,226.0,136.0,51.0,0.0,187.0,39.0,129.0,0.0,85.0,0.0,24.0,0.0,0.0,109.0,0.0,20.0,0.0,97.0,51.0,27.0,78.0,19.0,28.0,14.0,8.0,22.0,6.0,23.0,11.0,0.0,11.0,12.0,23.0,11.0,0.0,11.0,12.0,0.0,0.0,0.0,0.0,20.0,17.0,3.0,2011.0
